#	Summary: Metal Binding Proteins above treshold of 0.5

#	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

#	1268	348	390	820	886	1584	712	921	766	1623

ID	MetalBinding	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn
7XJV_D	0.28	0.46	0.38	0.23	0.01	0.4	0.3	0.41	0.5	0.48	0.18

7XKP_F	0.4	0.26	0.03	0.0	0.0	0.24	0.71	0.09	0.27	0.0	0.26

7XKS_A	0.4	0.75	0.12	0.09	0.53	0.11	0.52	0.91	0.33	0.0	0.15

7XLD_B	0.4	0.1	0.32	0.0	0.0	0.24	0.38	0.16	0.63	0.75	0.28

7XLP_A	0.39	0.43	0.31	0.05	0.0	0.42	0.61	0.36	0.42	0.06	0.34

7XM0_A	0.31	0.17	0.36	0.1	0.57	0.45	0.35	0.43	0.33	0.51	0.31

7XM0_C	0.31	0.18	0.36	0.12	0.56	0.45	0.36	0.43	0.32	0.5	0.31

7XMD_A	0.4	0.42	0.4	0.92	0.43	0.57	0.31	0.3	0.43	0.69	0.38

7XMU_A	0.28	0.44	0.38	0.2	0.02	0.4	0.38	0.46	0.38	0.4	0.32

7XMW_B	0.38	0.44	0.42	0.19	0.34	0.28	0.18	0.23	0.41	0.6	0.42

7XN3_A	0.28	0.44	0.38	0.2	0.02	0.4	0.38	0.46	0.38	0.4	0.32

7XNC_A	0.39	0.43	0.31	0.05	0.0	0.42	0.61	0.36	0.42	0.06	0.34

7XNT_A	0.43	0.24	0.38	0.32	0.46	0.33	0.47	0.44	0.44	0.43	0.47

7XNT_B	0.41	0.27	0.38	0.4	0.49	0.34	0.29	0.14	0.45	0.47	0.45

7XNT_C	0.44	0.24	0.38	0.31	0.46	0.33	0.48	0.47	0.43	0.43	0.47

7XNT_G	0.4	0.19	0.35	0.34	0.5	0.3	0.22	0.2	0.55	0.41	0.45

7XNX_LN	0.28	0.05	0.2	0.02	0.04	0.11	0.13	0.07	0.21	0.35	0.44

7XNX_LR	0.2	0.44	0.27	0.13	0.0	0.2	0.27	0.07	0.43	0.42	0.14

7XP0_A	0.47	0.29	0.38	0.22	0.65	0.34	0.32	0.41	0.31	0.62	0.43

7XP1_A	0.47	0.29	0.38	0.22	0.65	0.34	0.32	0.42	0.31	0.62	0.43

7XPT_A	0.46	0.26	0.38	0.32	0.5	0.37	0.3	0.21	0.41	0.48	0.45

7XPU_A	0.48	0.24	0.35	0.3	0.54	0.37	0.3	0.29	0.39	0.48	0.45

7XQV_A	0.41	0.0	0.01	0.0	0.0	0.68	0.81	0.0	0.11	0.0	0.09

7XQZ_A	0.4	0.67	0.36	0.54	0.34	0.58	0.47	0.3	0.5	0.35	0.43

7XR7_A	0.4	0.67	0.36	0.53	0.33	0.58	0.48	0.3	0.5	0.35	0.43

7XRF_G	0.28	0.3	0.34	0.09	0.0	0.46	0.54	0.41	0.31	0.39	0.37

7XRG_A	0.4	0.63	0.44	0.87	0.31	0.42	0.44	0.19	0.41	0.31	0.4

7XRK_D	0.4	0.77	0.69	0.0	0.12	1.0	0.61	0.13	0.5	0.02	0.05

7XRL_D	0.4	0.77	0.69	0.0	0.12	1.0	0.61	0.13	0.5	0.02	0.05

7XRU_A	0.4	0.67	0.36	0.5	0.39	0.61	0.49	0.32	0.46	0.29	0.44

7XRX_A	0.32	0.38	0.31	0.27	0.31	0.27	0.35	0.2	0.52	0.44	0.33

7XT2_A	0.29	0.52	0.38	0.22	0.03	0.36	0.29	0.19	0.47	0.41	0.29

7XT2_B	0.28	0.52	0.38	0.22	0.03	0.36	0.29	0.19	0.47	0.41	0.29

7XUA_A	0.99	0.08	0.04	0.17	0.0	0.28	0.22	0.0	0.49	0.12	0.98

7XUA_B	0.98	0.12	0.04	0.17	0.0	0.28	0.21	0.0	0.49	0.12	0.98

7XUC_A	0.99	0.08	0.04	0.17	0.0	0.28	0.22	0.0	0.49	0.12	0.98

7XUC_B	0.99	0.08	0.03	0.17	0.0	0.28	0.22	0.0	0.48	0.12	0.98

7XUD_A	0.99	0.08	0.03	0.17	0.0	0.28	0.22	0.0	0.48	0.12	0.98

7XV2_A	0.39	0.36	0.32	0.26	0.54	0.35	0.33	0.37	0.55	0.58	0.38

7XV6_A	1.0	0.01	0.17	0.23	0.0	0.32	0.12	0.02	0.44	0.19	0.88

7XV9_A	1.0	0.01	0.17	0.23	0.0	0.32	0.13	0.02	0.43	0.19	0.88

7XVJ_A	0.34	0.35	0.37	0.12	0.25	0.37	0.57	0.33	0.54	0.29	0.18

7XVJ_B	0.34	0.35	0.37	0.12	0.25	0.37	0.57	0.33	0.54	0.29	0.18

7XVJ_D	0.38	0.38	0.34	0.13	0.51	0.23	0.57	0.36	0.53	0.32	0.24

7XVR_A	0.43	0.71	0.42	0.33	0.28	0.38	0.4	0.24	0.43	0.17	0.47

7XWE_A	0.61	0.13	0.36	0.23	0.45	0.31	0.4	0.32	0.18	0.43	0.45

7XWF_A	0.71	0.17	0.37	0.14	0.47	0.3	0.16	0.3	0.17	0.43	0.46

7XWG_A	0.71	0.17	0.37	0.15	0.47	0.3	0.17	0.3	0.17	0.43	0.46

7XX1_D	0.2	0.48	0.39	0.17	0.35	0.23	0.1	0.1	0.25	0.41	0.17

7XX7_G	0.24	0.09	0.42	0.01	0.0	0.4	0.05	0.55	0.26	0.21	0.15

7XXF_L	0.4	0.12	0.19	0.02	0.62	0.78	0.62	0.7	0.31	0.27	0.29

7XXF_M	0.38	0.36	0.31	0.08	0.45	0.22	0.58	0.28	0.41	0.13	0.27

7XZ4_A	0.4	0.71	0.59	0.93	0.66	0.69	0.5	0.21	0.32	0.21	0.35

7XZB_A	0.65	0.79	0.4	0.43	0.61	0.5	0.3	0.14	0.45	0.15	0.63

7XZE_A	0.63	0.79	0.38	0.48	0.6	0.51	0.3	0.13	0.47	0.16	0.62

7XZF_A	0.63	0.79	0.38	0.48	0.6	0.51	0.3	0.13	0.47	0.16	0.62

7XZR_B	0.39	0.44	0.3	0.15	0.31	0.24	0.57	0.39	0.57	0.25	0.32

7Y01_A	0.25	0.29	0.23	0.09	0.13	0.25	0.15	0.22	0.07	0.35	0.34

7Y0I_A	0.6	0.03	0.17	0.0	0.0	0.09	0.02	0.02	0.01	0.24	0.59

7Y1G_B	0.62	0.28	0.07	0.03	0.01	0.14	0.65	0.81	0.6	0.37	0.61

7Y38_A	0.41	0.27	0.37	0.27	0.5	0.48	0.28	0.3	0.4	0.46	0.44

7Y38_F	0.41	0.27	0.37	0.27	0.5	0.48	0.28	0.3	0.4	0.46	0.44

7Y38_K	0.41	0.27	0.37	0.27	0.5	0.48	0.28	0.29	0.4	0.46	0.44

7Y3I_A	1.0	0.0	0.11	0.2	0.0	0.36	0.01	0.01	0.44	0.13	0.96

7Y3L_A	1.0	0.0	0.07	0.15	0.0	0.32	0.02	0.0	0.44	0.1	0.97

7Y3M_C	0.88	0.02	0.2	0.27	0.0	0.28	0.4	0.05	0.43	0.28	0.71

7Y3V_B	0.34	0.35	0.37	0.12	0.25	0.37	0.57	0.33	0.54	0.29	0.18

7Y3W_A	0.28	0.33	0.4	0.16	0.25	0.31	0.54	0.38	0.34	0.31	0.34

7Y3X_A	0.3	0.32	0.4	0.18	0.26	0.31	0.53	0.37	0.33	0.34	0.38

7Y3Y_A	0.28	0.33	0.4	0.16	0.25	0.31	0.54	0.38	0.34	0.31	0.34

7Y4A_A	0.4	0.01	0.0	0.0	0.0	0.05	0.86	0.0	0.06	0.0	0.09

7Y6M_C	0.39	0.62	0.43	0.41	0.47	0.34	0.16	0.23	0.48	0.4	0.29

7Y7O_A	0.25	0.06	0.16	0.02	0.04	0.09	0.25	0.03	0.28	0.42	0.26

7Y7P_A	0.39	0.35	0.3	0.18	0.53	0.58	0.51	0.36	0.55	0.75	0.33

7Y7P_B	0.39	0.33	0.3	0.16	0.48	0.61	0.54	0.35	0.52	0.59	0.33

7Y7Q_A	0.39	0.36	0.31	0.18	0.51	0.59	0.5	0.36	0.54	0.73	0.33

7Y7Q_B	0.39	0.35	0.31	0.17	0.49	0.61	0.51	0.36	0.52	0.68	0.33

7Y7R_A	0.4	0.51	0.34	0.18	0.51	0.61	0.49	0.31	0.52	0.73	0.33

7Y7R_B	0.39	0.32	0.32	0.17	0.5	0.61	0.52	0.36	0.5	0.64	0.34

7Y7S_A	0.4	0.35	0.3	0.17	0.52	0.59	0.51	0.36	0.53	0.73	0.33

7Y7S_B	0.4	0.54	0.36	0.18	0.53	0.62	0.5	0.3	0.53	0.72	0.33

7Y7T_A	0.39	0.33	0.3	0.16	0.49	0.61	0.53	0.35	0.52	0.62	0.33

7Y7T_B	0.4	0.5	0.34	0.17	0.52	0.62	0.51	0.32	0.52	0.73	0.33

7Y7U_A	0.43	0.13	0.29	0.3	0.2	0.33	0.37	0.1	0.51	0.53	0.48

7Y88_A	0.4	0.23	0.35	0.0	0.34	0.4	0.33	0.29	0.61	0.33	0.24

7Y9O_A	0.41	0.21	0.33	0.03	0.71	0.39	0.46	0.33	0.44	0.72	0.38

7Y9P_A	0.4	0.31	0.29	0.29	0.6	0.37	0.43	0.39	0.52	0.67	0.44

7YF6_B	0.4	0.13	0.23	0.0	0.0	0.39	0.31	0.19	0.63	0.14	0.09

7YGF_A	0.34	0.61	0.36	0.03	0.0	0.27	0.35	0.61	0.48	0.23	0.2

7YGI_A	1.0	0.0	0.0	0.02	0.0	0.16	0.02	0.0	0.56	0.01	1.0

7YGV_A	0.4	0.73	0.33	0.33	0.0	0.11	0.38	0.06	0.45	0.0	0.09

7YGY_A	0.41	0.71	0.38	0.3	0.0	0.17	0.44	0.12	0.45	0.01	0.12

7YHL_A	0.33	0.51	0.26	0.1	0.06	0.3	0.54	0.23	0.36	0.26	0.39

7YHL_B	0.33	0.52	0.26	0.1	0.07	0.3	0.54	0.24	0.35	0.26	0.39

7YIA_A	0.41	0.31	0.39	0.2	0.4	0.35	0.36	0.59	0.3	0.23	0.44

7YKE_A	0.4	0.56	0.42	0.14	0.61	0.6	0.43	0.64	0.54	0.39	0.4

7YLA_6	0.4	0.15	0.22	0.06	0.02	0.3	0.59	0.1	0.43	0.17	0.41

7YM0_A	0.33	0.44	0.37	0.21	0.38	0.4	0.22	0.35	0.45	0.38	0.4

7YML_L	0.42	0.39	0.23	0.03	0.83	0.72	0.67	0.61	0.22	0.49	0.33

7YML_M	0.41	0.15	0.29	0.0	0.92	0.72	0.7	0.15	0.08	0.74	0.31

7YMO_A	0.35	0.13	0.34	0.62	0.47	0.38	0.22	0.23	0.21	0.43	0.44

7YNE_F	0.14	0.14	0.11	0.01	0.04	0.06	0.18	0.02	0.2	0.28	0.12

7YNX_A	1.0	0.99	0.01	0.0	0.0	0.21	0.61	0.0	0.56	0.32	1.0

7YQ2_V	0.43	0.51	0.46	0.0	0.79	0.28	0.24	0.39	0.2	0.68	0.33

7YQ2_A	0.41	0.6	0.09	0.0	0.86	0.47	0.73	1.0	0.19	0.01	0.43

7YQ2_C	0.4	0.54	0.01	0.0	0.0	0.22	0.82	0.99	0.11	0.0	0.23

7YQ7_A	0.42	0.56	0.1	0.0	0.79	0.32	0.66	1.0	0.24	0.01	0.46

7YQA_A	0.31	0.41	0.39	0.21	0.03	0.38	0.45	0.34	0.48	0.38	0.37

7YQA_B	0.31	0.41	0.39	0.21	0.03	0.38	0.45	0.34	0.48	0.38	0.37

7YQA_C	0.31	0.41	0.39	0.2	0.03	0.38	0.45	0.38	0.48	0.39	0.36

7YQA_D	0.31	0.41	0.39	0.21	0.03	0.38	0.45	0.34	0.48	0.38	0.37

7YSE_B	0.4	0.65	0.4	0.14	0.14	0.41	0.48	0.5	0.47	0.21	0.37

7YSH_A	0.75	0.34	0.38	0.33	0.57	0.36	0.4	0.17	0.46	0.45	0.55

7YSI_A	0.67	0.06	0.3	0.21	0.35	0.25	0.18	0.12	0.23	0.43	0.46

7YTJ_D	0.74	0.24	0.62	0.09	0.26	0.15	0.18	0.98	0.46	0.0	0.62

7YTQ_A	0.4	0.76	0.33	0.57	0.7	0.25	0.44	0.26	0.39	0.01	0.21

7YTQ_D	0.4	0.76	0.33	0.58	0.7	0.26	0.44	0.25	0.38	0.01	0.22

7YWV_B	0.4	0.5	0.47	0.01	0.57	0.99	0.16	0.43	0.5	0.05	0.27

7YX8_A	0.39	0.66	0.5	0.17	0.39	0.4	0.51	0.33	0.51	0.18	0.3

7YXG_A	0.46	0.09	0.63	0.25	0.6	0.36	0.08	0.64	0.34	0.36	0.44

7YXG_B	0.26	0.23	0.65	0.14	0.02	0.33	0.09	0.44	0.22	0.38	0.31

7YXH_B	0.27	0.17	0.4	0.06	0.03	0.25	0.12	0.5	0.19	0.38	0.34

7YXI_A	0.26	0.25	0.64	0.15	0.02	0.34	0.09	0.45	0.22	0.38	0.31

7YXJ_B	0.49	0.05	0.46	0.18	0.57	0.37	0.05	0.65	0.35	0.35	0.44

7YXJ_C	0.48	0.04	0.45	0.17	0.57	0.37	0.05	0.65	0.36	0.36	0.44

7YXJ_D	0.49	0.06	0.46	0.18	0.57	0.37	0.06	0.65	0.35	0.35	0.44

7YXL_A	0.49	0.04	0.45	0.17	0.57	0.38	0.05	0.65	0.35	0.36	0.44

7YXL_B	0.48	0.05	0.45	0.18	0.57	0.38	0.1	0.65	0.34	0.36	0.44

7YXU_L	0.6	0.18	0.17	0.41	0.26	0.28	0.44	0.05	0.5	0.56	0.54

7YY3_A	0.4	0.72	0.35	0.47	0.02	0.41	0.43	0.24	0.52	0.17	0.42

7YY3_C	0.4	0.71	0.35	0.47	0.03	0.41	0.43	0.28	0.52	0.17	0.41

7YYO_A	0.41	0.2	0.07	0.0	0.0	0.28	0.74	0.03	0.28	0.0	0.43

7YZ9_A	0.4	0.2	0.38	0.0	0.12	0.2	0.37	0.75	0.33	0.02	0.38

7YZH_AAA	1.0	0.0	0.0	0.01	0.0	0.4	0.0	0.0	0.59	0.0	1.0

7YZN_A	0.43	0.25	0.15	0.01	0.59	0.24	0.68	0.44	0.35	0.01	0.46

7YZX_A	0.4	0.69	0.57	0.18	0.13	0.4	0.58	0.38	0.57	0.02	0.28

7Z0H_I	0.93	0.13	0.16	0.27	0.01	0.27	0.46	0.03	0.44	0.29	0.7

7Z0H_L	1.0	0.0	0.03	0.06	0.0	0.4	0.0	0.0	0.49	0.03	1.0

7Z0N_AAA	0.87	0.65	0.21	0.25	0.04	0.88	0.15	0.0	0.67	0.19	0.75

7Z0R_A	0.19	0.12	0.25	0.02	0.13	0.28	0.51	0.11	0.04	0.34	0.18

7Z0S_F	0.86	0.06	0.43	0.31	0.54	0.25	0.33	0.22	0.34	0.46	0.49

7Z0U_A	0.19	0.08	0.25	0.01	0.11	0.28	0.52	0.1	0.04	0.34	0.16

7Z15_C	0.42	0.66	0.32	0.0	0.03	0.25	0.55	0.87	0.39	0.0	0.36

7Z15_D	0.48	0.02	0.22	0.28	0.37	0.28	0.22	0.1	0.48	0.37	0.49

7Z15_I	0.4	0.05	0.21	0.0	0.0	0.28	0.63	0.17	0.35	0.08	0.19

7Z17_D	0.48	0.02	0.22	0.28	0.37	0.28	0.22	0.1	0.48	0.37	0.49

7Z19_C	0.42	0.66	0.32	0.0	0.03	0.25	0.55	0.87	0.39	0.0	0.36

7Z19_D	0.48	0.02	0.22	0.28	0.37	0.28	0.22	0.1	0.48	0.37	0.49

7Z1L_J	1.0	0.0	0.01	0.04	0.0	0.34	0.0	0.0	0.49	0.01	1.0

7Z1L_L	1.0	0.0	0.02	0.06	0.0	0.35	0.0	0.0	0.47	0.03	1.0

7Z28_A	0.72	0.2	0.13	0.22	0.34	0.26	0.57	0.03	0.45	0.61	0.67

7Z2T_A	0.38	0.58	0.39	0.18	0.17	0.52	0.26	0.26	0.49	0.54	0.35

7Z2U_B	0.2	0.26	0.28	0.0	0.0	0.29	0.6	0.15	0.15	0.23	0.07

7Z2V_A	0.2	0.25	0.28	0.0	0.0	0.29	0.6	0.15	0.18	0.24	0.08

7Z2W_A	0.38	0.58	0.39	0.18	0.17	0.52	0.26	0.26	0.49	0.54	0.35

7Z36_A	0.9	0.45	0.07	0.15	0.04	0.92	0.24	0.0	0.55	0.1	0.92

7Z36_B	0.9	0.45	0.06	0.15	0.03	0.92	0.24	0.0	0.55	0.09	0.93

7Z3D_A	0.4	0.37	0.39	0.75	0.56	0.43	0.17	0.54	0.37	0.39	0.43

7Z3K_AAA	0.86	0.64	0.2	0.26	0.04	0.87	0.14	0.0	0.66	0.2	0.75

7Z3L_AAA	0.87	0.65	0.2	0.25	0.04	0.88	0.15	0.0	0.66	0.19	0.75

7Z4M_A	0.4	0.45	0.1	0.01	0.0	1.0	0.62	1.0	0.53	0.02	0.04

7Z4N_A	0.4	0.45	0.1	0.01	0.0	1.0	0.62	1.0	0.53	0.02	0.04

7Z4Q_A	0.4	0.46	0.11	0.01	0.0	1.0	0.62	1.0	0.53	0.02	0.04

7Z4R_A	0.4	0.45	0.1	0.01	0.0	1.0	0.62	1.0	0.53	0.02	0.04

7Z5A_A	0.4	0.08	0.33	0.08	0.14	0.31	0.23	0.16	0.57	0.39	0.43

7Z5H_A	0.72	0.86	0.56	0.45	0.14	0.36	0.33	0.04	0.4	0.02	0.82

7Z5J_A	0.39	0.12	0.31	0.15	0.25	0.43	0.58	0.26	0.45	0.27	0.41

7Z5P_A	0.4	0.33	0.66	1.0	0.12	0.1	0.47	0.0	0.23	0.69	0.67

7Z5P_B	0.4	0.33	0.66	1.0	0.12	0.1	0.48	0.0	0.22	0.69	0.67

7Z5U_A	0.4	0.65	0.32	0.22	0.13	0.52	0.44	0.25	0.44	0.25	0.45

7Z6E_A	0.68	0.28	0.5	0.45	0.28	0.31	0.33	0.18	0.45	0.42	0.51

7Z6E_B	0.66	0.3	0.5	0.42	0.21	0.51	0.3	0.18	0.45	0.4	0.51

7Z6E_C	0.67	0.27	0.48	0.36	0.2	0.49	0.31	0.18	0.45	0.37	0.51

7Z6E_D	0.65	0.3	0.48	0.4	0.22	0.27	0.42	0.15	0.44	0.4	0.5

7Z6E_E	0.68	0.33	0.51	0.45	0.28	0.33	0.3	0.18	0.45	0.43	0.51

7Z6Q_A	0.35	0.37	0.33	0.16	0.02	0.57	0.29	0.26	0.45	0.45	0.43

7Z6S_C	0.72	0.86	0.56	0.45	0.14	0.36	0.33	0.04	0.4	0.02	0.82

7Z6T_AAA	0.41	0.73	0.33	0.42	0.54	0.22	0.25	0.14	0.41	0.01	0.14

7Z6Z_A	0.67	0.27	0.09	0.21	0.06	0.1	0.55	0.02	0.52	0.66	0.6

7Z70_A	0.69	0.15	0.12	0.33	0.05	0.26	0.34	0.02	0.47	0.34	0.7

7Z71_C	1.0	0.01	0.05	0.13	0.0	0.34	0.02	0.0	0.47	0.08	0.99

7Z7D_F	0.4	0.49	0.15	0.0	0.0	0.39	0.65	0.81	0.25	0.14	0.28

7Z7E_A	1.0	0.01	0.05	0.13	0.0	0.33	0.03	0.0	0.47	0.08	0.99

7Z7S_G	0.72	0.43	0.2	0.21	0.16	0.7	0.45	0.02	0.5	0.35	0.65

7Z8B_R	1.0	0.0	0.07	0.14	0.0	0.35	0.0	0.0	0.44	0.09	0.98

7Z8N_A	0.66	0.69	0.4	0.25	0.33	0.53	0.17	0.11	0.46	0.35	0.5

7Z8R_R	1.0	0.0	0.07	0.14	0.0	0.35	0.0	0.0	0.44	0.09	0.98

7Z9F_A	0.4	0.76	0.33	0.39	0.06	0.08	0.48	0.08	0.43	0.0	0.31

7ZAG_C	1.0	0.01	0.21	0.25	0.0	0.32	0.01	0.03	0.44	0.21	0.84

7ZAG_F	0.3	0.03	0.33	0.2	0.08	0.44	0.44	0.28	0.47	0.46	0.41

7ZAG_P	0.39	0.06	0.17	0.0	0.0	0.11	0.12	0.04	0.03	0.26	0.57

7ZAG_R	0.29	0.09	0.19	0.04	0.02	0.15	0.29	0.04	0.06	0.39	0.41

7ZAG_W	0.82	0.1	0.62	0.37	0.64	0.3	0.16	0.45	0.38	0.48	0.5

7ZAH_7	0.43	0.26	0.13	0.0	0.62	0.29	0.69	0.56	0.32	0.02	0.45

7ZAK_A	0.37	0.66	0.49	0.01	0.0	0.86	0.01	0.02	0.55	0.15	0.09

7ZAK_B	0.4	0.21	0.36	0.11	0.62	0.35	0.23	0.45	0.37	0.55	0.4

7ZB2_CCC	0.4	0.48	0.28	0.24	0.22	0.34	0.53	0.41	0.51	0.31	0.45

7ZB2_FFF	0.4	0.5	0.29	0.27	0.23	0.36	0.5	0.42	0.51	0.33	0.45

7ZBP_A	0.39	0.53	0.46	0.24	0.57	0.36	0.41	0.29	0.35	0.46	0.39

7ZBV_A	0.4	0.65	0.32	0.22	0.13	0.52	0.44	0.25	0.44	0.25	0.45

7ZC0_AAA	0.4	0.59	0.33	0.12	0.05	0.63	0.51	0.61	0.51	0.39	0.39

7ZC3_A	0.42	0.01	0.9	1.0	0.0	0.53	0.0	0.0	0.49	0.43	0.5

7ZCC_A	0.36	0.14	0.32	0.04	0.58	0.52	0.09	0.35	0.51	0.55	0.2

7ZCC_B	0.36	0.14	0.32	0.04	0.58	0.54	0.09	0.35	0.51	0.55	0.2

7ZCL_B	0.31	0.1	0.34	0.21	0.39	0.4	0.34	0.3	0.29	0.41	0.43

7ZD2_A	0.71	0.29	0.09	0.24	0.02	0.75	0.16	0.02	0.57	0.07	0.65

7ZDD_A	1.0	0.3	0.03	0.12	0.0	0.42	0.06	0.0	0.5	0.07	0.98

7ZDT_C	0.39	0.35	0.26	0.02	0.0	0.23	0.62	0.28	0.51	0.08	0.21

7ZE5_D	0.39	0.5	0.23	0.0	0.06	0.07	0.77	0.03	0.65	1.0	0.18

7ZE9_AAA	0.5	0.22	0.35	0.06	0.66	0.36	0.31	0.38	0.32	0.63	0.43

7ZE9_CCC	0.49	0.23	0.35	0.06	0.66	0.36	0.32	0.38	0.32	0.63	0.43

7ZEE_A	0.62	0.12	0.37	0.37	0.12	0.34	0.43	0.69	0.32	0.17	0.47

7ZEG_A	0.49	0.18	0.27	0.48	0.11	0.35	0.41	0.4	0.43	0.47	0.48

7ZEG_B	0.49	0.18	0.27	0.48	0.11	0.35	0.41	0.42	0.43	0.46	0.48

7ZEH_A	0.49	0.18	0.27	0.48	0.11	0.35	0.41	0.4	0.43	0.47	0.48

7ZEH_C	0.49	0.18	0.27	0.48	0.11	0.35	0.41	0.4	0.43	0.47	0.48

7ZEH_D	0.48	0.18	0.27	0.47	0.11	0.34	0.42	0.4	0.42	0.48	0.48

7ZEL_A	0.4	0.65	0.33	0.1	0.01	0.79	0.53	0.37	0.46	0.24	0.39

7ZG8_AAA	0.4	0.56	0.48	0.1	0.37	0.58	0.48	0.59	0.53	0.51	0.28

7ZG8_BBB	0.4	0.56	0.48	0.1	0.37	0.58	0.48	0.59	0.53	0.51	0.28

7ZGC_A	0.28	0.44	0.37	0.18	0.37	0.31	0.33	0.24	0.42	0.41	0.3

7ZGM_A	0.41	0.58	0.5	0.01	0.01	0.78	0.56	0.69	0.31	0.05	0.39

7ZGR_B	0.91	0.02	0.23	0.08	0.0	0.19	0.01	0.05	0.05	0.33	0.51

7ZGV_A	0.33	0.16	0.35	0.66	0.09	0.47	0.22	0.16	0.21	0.4	0.44

7ZGY_A	0.4	0.79	0.42	0.77	0.06	0.23	0.62	0.86	0.57	0.0	0.09

7ZH3_D	0.35	0.3	0.31	0.18	0.3	0.43	0.16	0.09	0.48	0.4	0.42

7ZH4_D	0.35	0.31	0.31	0.18	0.32	0.4	0.15	0.09	0.48	0.41	0.42

7ZHB_A	0.28	0.55	0.43	0.13	0.03	0.44	0.47	0.3	0.34	0.3	0.29

7ZHD_A	0.18	0.08	0.2	0.02	0.03	0.13	0.25	0.5	0.08	0.28	0.27

7ZIF_A	0.4	0.58	0.58	0.2	0.7	0.24	0.29	0.6	0.44	0.91	0.39

7ZIG_A	0.4	0.58	0.57	0.19	0.7	0.24	0.28	0.6	0.44	0.91	0.39

7ZIH_A	0.4	0.58	0.57	0.2	0.7	0.24	0.28	0.6	0.44	0.91	0.39

7ZII_A	0.4	0.58	0.57	0.19	0.7	0.24	0.28	0.6	0.44	0.91	0.39

7ZIJ_A	0.4	0.59	0.66	0.16	0.72	0.26	0.29	0.63	0.37	0.89	0.39

7ZIK_A	0.41	0.6	0.68	0.15	0.73	0.26	0.3	0.63	0.34	0.89	0.4

7ZIK_B	0.41	0.6	0.67	0.16	0.73	0.26	0.3	0.63	0.35	0.89	0.4

7ZIU_A	0.76	0.47	0.17	0.22	0.36	0.24	0.52	0.04	0.45	0.52	0.6

7ZIU_B	0.75	0.47	0.16	0.22	0.36	0.24	0.52	0.03	0.45	0.53	0.6

7ZIY_B	0.38	0.13	0.32	0.12	0.49	0.33	0.25	0.34	0.5	0.42	0.42

7ZJ3_A	0.99	0.04	0.28	0.28	0.36	0.31	0.17	0.07	0.46	0.33	0.75

7ZJB_B	0.21	0.29	0.28	0.18	0.41	0.34	0.31	0.13	0.11	0.42	0.17

7ZJM_A	0.25	0.29	0.28	0.11	0.01	0.24	0.55	0.21	0.36	0.27	0.28

7ZJW_LD	0.39	0.02	0.28	0.22	0.02	0.45	0.45	0.15	0.54	0.52	0.44

7ZK3_A	0.4	0.28	0.32	0.36	0.48	0.26	0.28	0.45	0.56	0.49	0.44

7ZM7_M	0.31	0.13	0.31	0.05	0.55	0.36	0.12	0.29	0.14	0.42	0.39

7ZMF_A	0.42	0.02	0.44	0.0	0.7	0.37	0.01	0.36	0.11	0.46	0.27

7ZMF_B	0.4	0.5	0.54	0.05	0.68	0.3	0.02	0.45	0.28	0.65	0.37

7ZML_D	0.63	0.17	0.23	0.26	0.43	0.25	0.49	0.48	0.46	0.41	0.5

7ZMQ_A	0.51	0.18	0.25	0.24	0.44	0.31	0.51	0.5	0.46	0.43	0.48

7ZMS_A	0.63	0.16	0.23	0.26	0.43	0.25	0.5	0.48	0.46	0.41	0.5

7ZMT_A	0.51	0.18	0.25	0.23	0.44	0.31	0.51	0.5	0.46	0.43	0.48

7ZMX_A	1.0	0.0	0.08	0.15	0.0	0.34	0.0	0.0	0.44	0.1	0.98

7ZMX_B	1.0	0.0	0.12	0.18	0.0	0.34	0.01	0.01	0.44	0.13	0.95

7ZNF_A	1.0	0.0	0.05	0.12	0.0	0.33	0.0	0.0	0.45	0.07	0.99

7ZNJ_A	0.4	0.18	0.23	0.11	0.52	0.27	0.6	0.26	0.37	0.15	0.46

7ZNP_A	0.39	0.62	0.43	0.42	0.43	0.38	0.32	0.32	0.51	0.35	0.34

7ZNV_A	0.26	0.27	0.31	0.25	0.4	0.3	0.43	0.16	0.08	0.41	0.35

7ZNW_C	0.26	0.27	0.31	0.26	0.4	0.3	0.43	0.16	0.08	0.41	0.35

7ZOB_E	0.77	0.33	0.34	0.33	0.25	0.32	0.35	0.09	0.37	0.42	0.5

7ZOC_A	0.57	0.61	0.41	0.24	0.41	0.49	0.3	0.13	0.42	0.41	0.47

7ZOE_A	0.39	0.33	0.36	0.3	0.57	0.45	0.3	0.5	0.47	0.63	0.32

7ZOK_A	0.54	0.14	0.44	0.44	0.05	0.36	0.12	0.28	0.42	0.41	0.48

7ZOY_A	0.37	0.18	0.27	0.06	0.5	0.28	0.58	0.25	0.4	0.25	0.15
